Gene_name,Ensemble_id,Protein_ensembl_id,Locus
PEBP4,ENSCAFG00845018869,ENSCAFP00845026537.1,25:34535119:34784085:1
EGR3,ENSCAFG00845019362,ENSCAFP00845026731.1,25:34801875:34806955:1
BIN3,ENSCAFG00845019490,ENSCAFP00845027224.1,25:34825173:34869586:1
CCAR2,ENSCAFG00845019929,ENSCAFP00845027511.1,25:34869233:34883644:-1
C25H8orf58,ENSCAFG00845020195,ENSCAFP00845027977.1,25:34885312:34888858:-1
PDLIM2,ENSCAFG00845020425,ENSCAFP00845028251.1,25:34894451:34907788:-1
SORBS3,ENSCAFG00845020887,ENSCAFP00845030954.1,25:34910979:34939081:-1
PPP3CC,ENSCAFG00845022916,ENSCAFP00845032478.1,25:34938992:35049662:-1
SLC39A14,ENSCAFG00845023697,ENSCAFP00845033047.1,25:35055362:35111056:-1
PIWIL2,ENSCAFG00845024208,ENSCAFP00845034301.1,25:35123394:35198755:-1
POLR3D,ENSCAFG00845024956,ENSCAFP00845034536.1,25:35220226:35228098:-1
PHYHIP,ENSCAFG00845025085,ENSCAFP00845034716.1,25:35238622:35249950:1
BMP1,ENSCAFG00845025214,ENSCAFP00845035125.1,25:35255043:35298662:-1
SFTPC,ENSCAFG00845025534,ENSCAFP00845035506.1,25:35299693:35302250:-1
LGI3,ENSCAFG00845025793,ENSCAFP00845035911.1,25:35308928:35316773:1
REEP4,ENSCAFG00845026054,ENSCAFP00845036298.1,25:35320594:35324527:1
HR,ENSCAFG00845026480,ENSCAFP00845037089.1,25:35333416:35347559:1
NUDT18,ENSCAFG00845026962,ENSCAFP00845037307.1,25:35352415:35355503:1
FHIP2B,ENSCAFG00845027044,ENSCAFP00845037428.1,25:35356494:35372480:-1
DMTN,ENSCAFG00845027302,ENSCAFP00845038105.1,25:35375296:35400794:-1
FGF17,ENSCAFG00845027641,ENSCAFP00845038284.1,25:35405681:35410726:-1
NPM2,ENSCAFG00845027762,ENSCAFP00845038506.1,25:35415838:35437249:-1
XPO7,ENSCAFG00845028066,ENSCAFP00845039421.1,25:35447638:35539299:-1
DOK2,ENSCAFG00845028659,ENSCAFP00845039691.1,25:35543218:35549616:1
GFRA2,ENSCAFG00845028779,ENSCAFP00845040058.1,25:35647198:35732629:1
LZTS1,ENSCAFG00845029013,ENSCAFP00845040298.1,25:36989852:37042926:1
ATP6V1B2,ENSCAFG00845029095,ENSCAFP00845040403.1,25:37058860:37085557:-1
SLC18A1,ENSCAFG00845029212,ENSCAFP00845040701.1,25:37105536:37130929:1
LPL,ENSCAFG00845029377,ENSCAFP00845040836.1,25:37305810:37333670:-1
ZNF596,ENSCAFG00845029507,ENSCAFP00845040980.1,25:37473960:37488675:1
FBXO25,ENSCAFG00845014586,ENSCAFP00845020635.1,25:37658736:37712419:1
FAM124B,ENSCAFG00845014689,ENSCAFP00845020704.1,25:37893686:37911890:-1
CUL3,ENSCAFG00845014725,ENSCAFP00845020807.1,25:37968234:38057261:-1
CCDC195,ENSCAFG00845014802,ENSCAFP00845020863.1,25:38154483:38165342:-1
DOCK10,ENSCAFG00845014892,ENSCAFP00845021057.1,25:38205068:38465132:-1
NYAP2,ENSCAFG00845015022,ENSCAFP00845021168.1,25:38764608:39021882:1
IRS1,ENSCAFG00845015145,ENSCAFP00845021279.1,25:39932408:39936152:-1
RHBDD1,ENSCAFG00845015170,ENSCAFP00845021336.1,25:39967853:40092723:1
COL4A4,ENSCAFG00845015333,ENSCAFP00845021750.1,25:40102483:40205769:-1
COL4A3,ENSCAFG00845015636,ENSCAFP00845021969.1,25:40223427:40354004:1
MFF,ENSCAFG00845015898,ENSCAFP00845022720.1,25:40359019:40389379:1
TM4SF20,ENSCAFG00845016311,ENSCAFP00845022787.1,25:40395748:40407089:-1
AGFG1,ENSCAFG00845016434,ENSCAFP00845023150.1,25:40475175:40548884:1
SCYGR2,ENSCAFG00845016678,ENSCAFP00845023210.1,25:40581861:40582221:1
SCYGR4,ENSCAFG00845016730,ENSCAFP00845023271.1,25:40605552:40605900:1
SLC19A3,ENSCAFG00845016955,ENSCAFP00845023590.1,25:40657947:40675743:-1
SCYGR6,ENSCAFG00845017010,ENSCAFP00845023625.1,25:40682439:40682748:-1
SCYGR8,ENSCAFG00845017059,ENSCAFP00845023669.1,25:40703468:40703807:1
CCL20,ENSCAFG00845017158,ENSCAFP00845023830.1,25:40753400:40756953:1
DAW1,ENSCAFG00845017235,ENSCAFP00845024013.1,25:40794630:40843013:1
SPHKAP,ENSCAFG00845017458,ENSCAFP00845024572.1,25:40880239:41050368:-1
PID1,ENSCAFG00845017843,ENSCAFP00845024787.1,25:41678744:41907940:-1
DNER,ENSCAFG00845017971,ENSCAFP00845025071.1,25:41964887:42276509:-1
TRIP12,ENSCAFG00845018494,ENSCAFP00845027278.1,25:42314892:42461211:-1
FBXO36,ENSCAFG00845020029,ENSCAFP00845027637.1,25:42461726:42558431:1
SLC16A14,ENSCAFG00845020077,ENSCAFP00845027688.1,25:42572553:42603761:-1
SP110,ENSCAFG00845020232,ENSCAFP00845028137.1,25:42676125:42715593:-1
SP100,ENSCAFG00845020818,ENSCAFP00845029705.1,25:42795085:42892647:1
CAB39,ENSCAFG00845021686,ENSCAFP00845030029.1,25:42960716:43058482:1
ITM2C,ENSCAFG00845021828,ENSCAFP00845030282.1,25:43086947:43101722:1
GPR55,ENSCAFG00845021971,ENSCAFP00845030344.1,25:43125850:43137553:-1
SPATA3,ENSCAFG00845022004,ENSCAFP00845030397.1,25:43196308:43210486:1
C25H2orf72,ENSCAFG00845022081,ENSCAFP00845030513.1,25:43240257:43248855:1
PSMD1,ENSCAFG00845022206,ENSCAFP00845031104.1,25:43260086:43353277:1
HTR2B,ENSCAFG00845022606,ENSCAFP00845031250.1,25:43299185:43314350:-1
ARMC9,ENSCAFG00845022761,ENSCAFP00845032329.1,25:43374357:43522477:1
NCL,ENSCAFG00845023546,ENSCAFP00845032832.1,25:43396285:43598047:-1
B3GNT7,ENSCAFG00845023787,ENSCAFP00845032949.1,25:43545300:43550890:1
NMUR1,ENSCAFG00845023872,ENSCAFP00845033096.1,25:43654203:43663250:-1
TEX44,ENSCAFG00845023927,ENSCAFP00845033120.1,25:43710361:43711817:1
PTMA,ENSCAFG00845024019,ENSCAFP00845033453.1,25:43817859:43823463:1
PDE6D,ENSCAFG00845024260,ENSCAFP00845033621.1,25:43837382:43893526:-1
COPS7B,ENSCAFG00845024361,ENSCAFP00845033962.1,25:43893972:43919891:1
NPPC,ENSCAFG00845024603,ENSCAFP00845034030.1,25:43971108:43975418:-1
DIS3L2,ENSCAFG00845024694,ENSCAFP00845034577.1,25:44010801:44353289:1
ALPI,ENSCAFG00845025234,ENSCAFP00845034976.1,25:44365567:44369594:1
ECEL1,ENSCAFG00845025379,ENSCAFP00845035240.1,25:44377687:44385476:-1
PRSS56,ENSCAFG00845025583,ENSCAFP00845035490.1,25:44417824:44423024:1
CHRND,ENSCAFG00845025743,ENSCAFP00845035724.1,25:44423052:44431615:1
CHRNG,ENSCAFG00845025890,ENSCAFP00845036020.1,25:44435580:44440890:1
EIF4E2,ENSCAFG00845026100,ENSCAFP00845036362.1,25:44443121:44474293:1
EFHD1,ENSCAFG00845026327,ENSCAFP00845036461.1,25:44519212:44564668:1
GIGYF2,ENSCAFG00845026406,ENSCAFP00845036575.1,25:44574888:44711161:1
KCNJ13,ENSCAFG00845026567,ENSCAFP00845036717.1,25:44637260:44645628:-1
SNORC,ENSCAFG00845026604,ENSCAFP00845036760.1,25:44723831:44731461:1
NGEF,ENSCAFG00845020745,ENSCAFP00845028710.1,25:44731904:44837771:-1
NEU2,ENSCAFG00845020896,ENSCAFP00845028849.1,25:44847542:44855198:1
INPP5D,ENSCAFG00845020969,ENSCAFP00845029178.1,25:44871612:44991203:1
ATG16L1,ENSCAFG00845021359,ENSCAFP00845030110.1,25:45020982:45060197:1
SAG,ENSCAFG00845021999,ENSCAFP00845030699.1,25:45072283:45103429:1
DGKD,ENSCAFG00845022486,ENSCAFP00845031947.1,25:45111113:45221493:1
USP40,ENSCAFG00845023517,ENSCAFP00845033735.1,25:45216600:45302479:-1
UGT1A6,ENSCAFG00845024767,ENSCAFP00845034730.1,25:45313738:45508426:1
DNAJB3,ENSCAFG00845025169,ENSCAFP00845034800.1,25:45490403:45491120:-1
MROH2A,ENSCAFG00845025258,ENSCAFP00845034961.1,25:45512605:45560065:1
HJURP,ENSCAFG00845025475,ENSCAFP00845035301.1,25:45562024:45578349:-1
TRPM8,ENSCAFG00845025630,ENSCAFP00845035888.1,25:45609097:45700909:1
SPP2,ENSCAFG00845025963,ENSCAFP00845035957.1,25:45720098:45742938:1
ARL4C,ENSCAFG00845026062,ENSCAFP00845036092.1,25:46043879:46045865:-1
SH3BP4,ENSCAFG00845026088,ENSCAFP00845036147.1,25:46399591:46483436:1
AGAP1,ENSCAFG00845026357,ENSCAFP00845037670.1,25:46800414:47326012:1
GBX2,ENSCAFG00845027418,ENSCAFP00845037874.1,25:47359542:47362930:-1
ASB18,ENSCAFG00845027512,ENSCAFP00845038106.1,25:47380143:47441293:-1
IQCA1,ENSCAFG00845027594,ENSCAFP00845038187.1,25:47477266:47623606:-1
ACKR3,ENSCAFG00845027671,ENSCAFP00845038301.1,25:47675592:47687321:1
COPS8,ENSCAFG00845027880,ENSCAFP00845038686.1,25:48132430:48146172:1
COL6A3,ENSCAFG00845028105,ENSCAFP00845039277.1,25:48356804:48438297:-1
MLPH,ENSCAFG00845028517,ENSCAFP00845039653.1,25:48506901:48555712:1
PRLH,ENSCAFG00845028761,ENSCAFP00845039844.1,25:48563862:48566138:1
RAB17,ENSCAFG00845028808,ENSCAFP00845039926.1,25:48573947:48588458:-1
LRRFIP1,ENSCAFG00845029031,ENSCAFP00845040657.1,25:48616893:48745677:1
RBM44,ENSCAFG00845029315,ENSCAFP00845040751.1,25:48764930:48805602:1
RAMP1,ENSCAFG00845029374,ENSCAFP00845040787.1,25:48813904:48851525:1
UBE2F,ENSCAFG00845029467,ENSCAFP00845041028.1,25:48889190:48944533:1
SCLY,ENSCAFG00845029580,ENSCAFP00845041149.1,25:48955620:48994227:1
ESPNL,ENSCAFG00845029664,ENSCAFP00845041230.1,25:48995157:49021659:1
KLHL30,ENSCAFG00845029704,ENSCAFP00845041280.1,25:49025017:49035264:1
ERFE,ENSCAFG00845029759,ENSCAFP00845041415.1,25:49044192:49049952:1
ILKAP,ENSCAFG00845029834,ENSCAFP00845041529.1,25:49052924:49075569:-1
HES6,ENSCAFG00845029909,ENSCAFP00845041625.1,25:49096962:49097953:-1
PER2,ENSCAFG00845029967,ENSCAFP00845041705.1,25:49102150:49143375:-1
TRAF3IP1,ENSCAFG00845030064,ENSCAFP00845042002.1,25:49163654:49222444:1
ASB1,ENSCAFG00845030187,ENSCAFP00845042116.1,25:49217965:49255992:1
TWIST2,ENSCAFG00845030266,ENSCAFP00845042179.1,25:49552773:49553256:1
HDAC4,ENSCAFG00845030282,ENSCAFP00845042244.1,25:49706180:49977414:-1
ROMO1,ENSCAFG00845030323,ENSCAFP00845042282.1,25:50104172:50104412:1
NDUFA10,ENSCAFG00845030335,ENSCAFP00845042304.1,25:50312004:50360188:-1
OR6B2C,ENSCAFG00845030345,ENSCAFP00845042314.1,25:50372909:50373848:-1
OR6B2,ENSCAFG00845030443,ENSCAFP00845042425.1,25:50393110:50394049:-1
OR9S22,ENSCAFG00845030454,ENSCAFP00845042437.1,25:50446047:50446998:1
OR9S6,ENSCAFG00845030469,ENSCAFP00845042459.1,25:50455408:50456359:1
OR9S19,ENSCAFG00845030494,ENSCAFP00845042501.1,25:50512825:50513776:1
OR9S26,ENSCAFG00845030519,ENSCAFP00845042552.1,25:50588401:50589358:1
OR9S11,ENSCAFG00845030529,ENSCAFP00845042559.1,25:50609597:50610554:1
OR9S20,ENSCAFG00845030551,ENSCAFP00845042586.1,25:50617801:50635718:1
OR9S12,ENSCAFG00845030564,ENSCAFP00845042594.1,25:50647860:50648808:1
OR9S5,ENSCAFG00845030571,ENSCAFP00845042601.1,25:50658105:50659056:1
OR9S16,ENSCAFG00845030579,ENSCAFP00845042613.1,25:50680415:50681830:1
OR9S25,ENSCAFG00845030587,ENSCAFP00845042624.1,25:50682845:50691382:1
GPC1,ENSCAFG00845030628,ENSCAFP00845042697.1,25:50918479:50941977:1
ANKMY1,ENSCAFG00845030657,ENSCAFP00845042784.1,25:50944102:50982562:-1
RNPEPL1,ENSCAFG00845030682,ENSCAFP00845042810.1,25:50991497:51000290:1
CAPN10,ENSCAFG00845030713,ENSCAFP00845042897.1,25:51006220:51212445:1
GPR35,ENSCAFG00845030733,ENSCAFP00845042910.1,25:51016565:51032730:1
AQP12,ENSCAFG00845030743,ENSCAFP00845042932.1,25:51039777:51045437:-1
KIF1A,ENSCAFG00845030810,ENSCAFP00845043194.1,25:51050904:51139895:-1
AGXT,ENSCAFG00845020770,ENSCAFP00845028653.1,25:51163417:51170784:1
MAB21L4,ENSCAFG00845020820,ENSCAFP00845028751.1,25:51177282:51183962:-1
SNED1,ENSCAFG00845021016,ENSCAFP00845030114.1,25:51252315:51330535:1
MTERF4,ENSCAFG00845021901,ENSCAFP00845030235.1,25:51333637:51338379:-1
PASK,ENSCAFG00845021974,ENSCAFP00845030568.1,25:51338042:51375448:-1
PPP1R7,ENSCAFG00845022243,ENSCAFP00845031017.1,25:51375473:51401299:1
ANO7,ENSCAFG00845022518,ENSCAFP00845031274.1,25:51403970:51420621:1
HDLBP,ENSCAFG00845022763,ENSCAFP00845031640.1,25:51421530:51491227:-1
SEPTIN2,ENSCAFG00845023027,ENSCAFP00845031849.1,25:51490837:51524930:1
FARP2,ENSCAFG00845023180,ENSCAFP00845032319.1,25:51526287:51617727:1
STK25,ENSCAFG00845023492,ENSCAFP00845032620.1,25:51617609:51626491:-1
BOK,ENSCAFG00845023631,ENSCAFP00845032762.1,25:51641082:51651905:1
THAP4,ENSCAFG00845023699,ENSCAFP00845032871.1,25:51654924:51693318:-1
ATG4B,ENSCAFG00845023776,ENSCAFP00845032939.1,25:51693854:51716770:1
ING5,ENSCAFG00845024016,ENSCAFP00845033286.1,25:51734355:51756582:1
D2HGDH,ENSCAFG00845024104,ENSCAFP00845033361.1,25:51758642:51778191:1
NEU4,ENSCAFG00845024166,ENSCAFP00845033531.1,25:51782761:51803768:1
PDCD1,ENSCAFG00845024308,ENSCAFP00845033688.1,25:51809262:51823016:-1
ZNF268,ENSCAFG00845024482,ENSCAFP00845034032.1,26:98273:137581:-1
ZNF10,ENSCAFG00845024640,ENSCAFP00845034127.1,26:144662:165011:-1
ZNF140,ENSCAFG00845024746,ENSCAFP00845034249.1,26:192211:211362:-1
ZNF84,ENSCAFG00845024851,ENSCAFP00845034423.1,26:203171:254544:-1
ZNF26,ENSCAFG00845024955,ENSCAFP00845034547.1,26:268563:285451:-1
ZNF605,ENSCAFG00845025038,ENSCAFP00845034674.1,26:294249:319693:1
CHFR,ENSCAFG00845025229,ENSCAFP00845035118.1,26:353404:383333:1
GOLGA3,ENSCAFG00845025504,ENSCAFP00845035541.1,26:391600:434209:1
ANKLE2,ENSCAFG00845025813,ENSCAFP00845035717.1,26:437070:462735:1
PGAM5,ENSCAFG00845025899,ENSCAFP00845035980.1,26:464504:485472:-1
POLE,ENSCAFG00845026128,ENSCAFP00845036739.1,26:485792:537892:1
P2RX2,ENSCAFG00845026792,ENSCAFP00845037315.1,26:540382:543463:-1
FBRSL1,ENSCAFG00845027352,ENSCAFP00845038215.1,26:590970:671370:-1
GALNT9,ENSCAFG00845027659,ENSCAFP00845038310.1,26:762833:839241:1
NOC4L,ENSCAFG00845027775,ENSCAFP00845038548.1,26:885718:892423:-1
DDX51,ENSCAFG00845027915,ENSCAFP00845038667.1,26:891655:900218:1
EP400,ENSCAFG00845028224,ENSCAFP00845039861.1,26:908315:1002145:-1
PUS1,ENSCAFG00845028826,ENSCAFP00845039911.1,26:1017130:1027372:-1
EP400,ENSCAFG00845028856,ENSCAFP00845039992.1,26:1030431:1051789:-1
MMP17,ENSCAFG00845028950,ENSCAFP00845040188.1,26:1072933:1091431:-1
SFSWAP,ENSCAFG00845029019,ENSCAFP00845040280.1,26:1101268:1171494:-1
ADGRD1,ENSCAFG00845029309,ENSCAFP00845041064.1,26:1501631:1623687:-1
RAN,ENSCAFG00845029617,ENSCAFP00845041181.1,26:1679341:1685209:-1
STX2,ENSCAFG00845029672,ENSCAFP00845041258.1,26:1695025:1726222:1
RIMBP2,ENSCAFG00845029818,ENSCAFP00845041751.1,26:1765217:2010409:1
PIWIL1,ENSCAFG00845030071,ENSCAFP00845041964.1,26:2003998:2030793:-1
FZD10,ENSCAFG00845030138,ENSCAFP00845041982.1,26:2150859:2152605:-1
TMEM132D,ENSCAFG00845030146,ENSCAFP00845042006.1,26:2316722:2914971:1
GLT1D1,ENSCAFG00845030197,ENSCAFP00845042159.1,26:2959331:3057170:-1
SLC15A4,ENSCAFG00845030274,ENSCAFP00845042226.1,26:3056498:3084223:1
TMEM132C,ENSCAFG00845030310,ENSCAFP00845042286.1,26:3142921:3441066:-1
TMEM132B,ENSCAFG00845030459,ENSCAFP00845042544.1,26:4689931:5152920:-1
BRI3BP,ENSCAFG00845030556,ENSCAFP00845042581.1,26:5180806:5203707:-1
DHX37,ENSCAFG00845030575,ENSCAFP00845042626.1,26:5206298:5239486:1
SCARB1,ENSCAFG00845015817,ENSCAFP00845022402.1,26:5295031:5368981:1
NCOR2,ENSCAFG00845016132,ENSCAFP00845022772.1,26:5532099:5743730:1
RFLNA,ENSCAFG00845016375,ENSCAFP00845022867.1,26:5750246:5766170:-1
ZNF664,ENSCAFG00845016535,ENSCAFP00845023049.1,26:5951810:5991981:-1
CCDC92,ENSCAFG00845016614,ENSCAFP00845023193.1,26:5993010:6024410:1
DNAH10,ENSCAFG00845016709,ENSCAFP00845023278.1,26:6116409:6146992:-1
ATP6V0A2,ENSCAFG00845016867,ENSCAFP00845023561.1,26:6162009:6229946:-1
GTF2H3,ENSCAFG00845017053,ENSCAFP00845023709.1,26:6234494:6261295:-1
EIF2B1,ENSCAFG00845017139,ENSCAFP00845023826.1,26:6261375:6272698:1
DDX55,ENSCAFG00845017243,ENSCAFP00845024025.1,26:6272816:6286617:-1
TMED2,ENSCAFG00845017382,ENSCAFP00845024205.1,26:6287724:6297549:-1
RILPL1,ENSCAFG00845017523,ENSCAFP00845024455.1,26:6323208:6367589:1
KMT5A,ENSCAFG00845017714,ENSCAFP00845024628.1,26:6370591:6440271:-1
RILPL2,ENSCAFG00845017861,ENSCAFP00845024767.1,26:6395737:6425114:1
SBNO1,ENSCAFG00845017968,ENSCAFP00845025055.1,26:6457315:6514388:1
CDK2AP1,ENSCAFG00845018326,ENSCAFP00845025373.1,26:6532965:6543449:1
MTRFR,ENSCAFG00845018392,ENSCAFP00845025423.1,26:6546718:6560282:-1
MPHOSPH9,ENSCAFG00845018682,ENSCAFP00845026681.1,26:6560489:6626642:1
PITPNM2,ENSCAFG00845019469,ENSCAFP00845027144.1,26:6695318:6772296:1
ARL6IP4,ENSCAFG00845019730,ENSCAFP00845027239.1,26:6773075:6775129:-1
OGFOD2,ENSCAFG00845019812,ENSCAFP00845027459.1,26:6776309:6780284:-1
ABCB9,ENSCAFG00845020006,ENSCAFP00845027723.1,26:6787359:6820141:1
VPS37B,ENSCAFG00845020182,ENSCAFP00845027797.1,26:6844139:6871052:1
HIP1R,ENSCAFG00845020224,ENSCAFP00845027882.1,26:6873941:6901454:-1
CCDC62,ENSCAFG00845020395,ENSCAFP00845028116.1,26:6906814:6946638:-1
DENR,ENSCAFG00845020463,ENSCAFP00845028218.1,26:6950194:6965376:-1
HCAR1,ENSCAFG00845020532,ENSCAFP00845028282.1,26:6983609:6986835:1
HCAR2,ENSCAFG00845020553,ENSCAFP00845028320.1,26:6997737:6998829:1
KNTC1,ENSCAFG00845020624,ENSCAFP00845028774.1,26:7039040:7118276:-1
RSRC2,ENSCAFG00845021020,ENSCAFP00845029117.1,26:7118488:7140518:1
ZCCHC8,ENSCAFG00845021126,ENSCAFP00845029216.1,26:7146851:7178679:1
CLIP1,ENSCAFG00845021503,ENSCAFP00845030697.1,26:7215175:7339393:1
VPS33A,ENSCAFG00845022324,ENSCAFP00845030864.1,26:7342182:7373504:1
DIABLO,ENSCAFG00845022403,ENSCAFP00845031040.1,26:7375358:7396458:1
B3GNT4,ENSCAFG00845022489,ENSCAFP00845031092.1,26:7396759:7400411:-1
LRRC43,ENSCAFG00845022595,ENSCAFP00845031585.1,26:7400435:7417974:-1
IL31,ENSCAFG00845022932,ENSCAFP00845031707.1,26:7424186:7426930:1
MLXIP,ENSCAFG00845022983,ENSCAFP00845031757.1,26:7440027:7499280:-1
BCL7A,ENSCAFG00845023087,ENSCAFP00845031900.1,26:7516063:7546761:-1
CFAP251,ENSCAFG00845023176,ENSCAFP00845032309.1,26:7559852:7625745:-1
PSMD9,ENSCAFG00845023482,ENSCAFP00845032549.1,26:7627018:7651928:-1
HPD,ENSCAFG00845023604,ENSCAFP00845032803.1,26:7682505:7692441:1
SETD1B,ENSCAFG00845023777,ENSCAFP00845033033.1,26:7697352:7718716:-1
RHOF,ENSCAFG00845023996,ENSCAFP00845033249.1,26:7729299:7746231:1
TMEM120B,ENSCAFG00845024076,ENSCAFP00845033327.1,26:7740786:7787065:-1
MORN3,ENSCAFG00845024139,ENSCAFP00845033415.1,26:7819759:7831920:1
ORAI1,ENSCAFG00845024210,ENSCAFP00845033538.1,26:7836597:7881528:-1
KDM2B,ENSCAFG00845024547,ENSCAFP00845035757.1,26:7850560:8002965:1
RNF34,ENSCAFG00845025990,ENSCAFP00845036463.1,26:8001661:8024896:-1
ANAPC5,ENSCAFG00845026394,ENSCAFP00845036584.1,26:8053748:8097699:1
CAMKK2,ENSCAFG00845026615,ENSCAFP00845037127.1,26:8105180:8153475:1
P2RX4,ENSCAFG00845026933,ENSCAFP00845037354.1,26:8155704:8172399:-1
P2RX7,ENSCAFG00845027103,ENSCAFP00845037619.1,26:8197291:8242044:-1
IFT81,ENSCAFG00845027369,ENSCAFP00845038032.1,26:8275475:8359111:1
ATP2A2,ENSCAFG00845027628,ENSCAFP00845038427.1,26:8406106:8467504:1
ANAPC7,ENSCAFG00845027864,ENSCAFP00845038652.1,26:8481771:8505947:-1
ARPC3,ENSCAFG00845027962,ENSCAFP00845038807.1,26:8524793:8535367:-1
GPN3,ENSCAFG00845028069,ENSCAFP00845038882.1,26:8536775:8548975:-1
FAM216A,ENSCAFG00845028233,ENSCAFP00845039100.1,26:8549384:8558285:1
VPS29,ENSCAFG00845028311,ENSCAFP00845039234.1,26:8559346:8567243:-1
PPTC7,ENSCAFG00845028389,ENSCAFP00845039271.1,26:8603766:8642254:-1
TCTN1,ENSCAFG00845028448,ENSCAFP00845039432.1,26:8665029:8702820:1
HVCN1,ENSCAFG00845028582,ENSCAFP00845039573.1,26:8693834:8730452:-1
MYL2,ENSCAFG00845028634,ENSCAFP00845039719.1,26:8722699:8891889:-1
PPP1CC,ENSCAFG00845028748,ENSCAFP00845040009.1,26:8755954:8778039:-1
CCDC63,ENSCAFG00845028915,ENSCAFP00845040090.1,26:8850689:8883273:1
CUX2,ENSCAFG00845028974,ENSCAFP00845040230.1,26:8990188:9255070:1
PHETA1,ENSCAFG00845029033,ENSCAFP00845040291.1,26:9264361:9265269:-1
SH2B3,ENSCAFG00845029052,ENSCAFP00845040320.1,26:9292890:9329651:1
ATXN2,ENSCAFG00845029435,ENSCAFP00845041833.1,26:9333119:9448072:-1
BRAP,ENSCAFG00845030089,ENSCAFP00845041908.1,26:9481417:9510461:-1
ACAD10,ENSCAFG00845018991,ENSCAFP00845026424.1,26:9510586:9557371:1
ALDH2,ENSCAFG00845019268,ENSCAFP00845026989.1,26:9578445:9619768:1
MAPKAPK5,ENSCAFG00845019639,ENSCAFP00845027160.1,26:9640196:9679147:1
TMEM116,ENSCAFG00845019763,ENSCAFP00845027300.1,26:9680059:9822692:-1
ERP29,ENSCAFG00845019920,ENSCAFP00845027464.1,26:9846420:9855488:1
NAA25,ENSCAFG00845020064,ENSCAFP00845027823.1,26:9858850:9937091:-1
TRAFD1,ENSCAFG00845020346,ENSCAFP00845028090.1,26:9960071:9984976:1
HECTD4,ENSCAFG00845020525,ENSCAFP00845028708.1,26:10003318:10193589:-1
MANBAL,ENSCAFG00845021065,ENSCAFP00845029103.1,26:10061518:10061710:1
RPL6,ENSCAFG00845021097,ENSCAFP00845029195.1,26:10210259:10214684:-1
PTPN11,ENSCAFG00845021271,ENSCAFP00845029785.1,26:10229104:10358597:1
RPH3A,ENSCAFG00845021672,ENSCAFP00845030177.1,26:10405322:10619145:1
OAS1,ENSCAFG00845021979,ENSCAFP00845030432.1,26:10624844:10638025:1
OAS3,ENSCAFG00845022113,ENSCAFP00845030794.1,26:10643825:10665762:1
OAS2,ENSCAFG00845022313,ENSCAFP00845030857.1,26:10671656:10689703:1
DTX1,ENSCAFG00845022372,ENSCAFP00845030951.1,26:10710203:10745091:1
RASAL1,ENSCAFG00845022464,ENSCAFP00845031073.1,26:10745766:10775843:-1
CFAP73,ENSCAFG00845022575,ENSCAFP00845031212.1,26:10784350:10795641:1
DDX54,ENSCAFG00845022665,ENSCAFP00845031500.1,26:10792175:10813194:-1
RITA1,ENSCAFG00845023030,ENSCAFP00845031841.1,26:10813054:10817852:1
IQCD,ENSCAFG00845023086,ENSCAFP00845031888.1,26:10819358:10843926:-1
TPCN1,ENSCAFG00845023143,ENSCAFP00845032103.1,26:10844323:10906732:1
SLC8B1,ENSCAFG00845023423,ENSCAFP00845032952.1,26:10906962:10932067:-1
PLBD2,ENSCAFG00845023926,ENSCAFP00845033210.1,26:10943892:10967597:1
SDS,ENSCAFG00845024052,ENSCAFP00845033296.1,26:10969026:10976909:-1
SDSL,ENSCAFG00845024122,ENSCAFP00845033420.1,26:10990070:11015079:1
LHX5,ENSCAFG00845024211,ENSCAFP00845033519.1,26:11026812:11035727:-1
RBM19,ENSCAFG00845024316,ENSCAFP00845033869.1,26:11279305:11419597:-1
TBX5,ENSCAFG00845024632,ENSCAFP00845034084.1,26:11714460:11760667:-1
TBX3,ENSCAFG00845024752,ENSCAFP00845034385.1,26:11954730:11966470:-1
MED13L,ENSCAFG00845025123,ENSCAFP00845035420.1,26:13029857:13324593:-1
RNFT2,ENSCAFG00845025915,ENSCAFP00845036188.1,26:13670397:13767946:1
FBXW8,ENSCAFG00845026220,ENSCAFP00845036389.1,26:13780555:13901188:1
TESC,ENSCAFG00845026479,ENSCAFP00845036709.1,26:13905737:13953775:-1
FBXO21,ENSCAFG00845026625,ENSCAFP00845036823.1,26:13982351:14029175:-1
NOS1,ENSCAFG00845026722,ENSCAFP00845037161.1,26:14044399:14151070:-1
KSR2,ENSCAFG00845027012,ENSCAFP00845037361.1,26:14248571:14656112:-1
RFC5,ENSCAFG00845027138,ENSCAFP00845037634.1,26:14690255:14700770:1
PEBP1,ENSCAFG00845027706,ENSCAFP00845038356.1,26:14778113:14791198:1
TAOK3,ENSCAFG00845027827,ENSCAFP00845038890.1,26:14797096:14974708:-1
SUDS3,ENSCAFG00845028294,ENSCAFP00845039564.1,26:14978504:15281788:1
SRRM4,ENSCAFG00845028729,ENSCAFP00845039857.1,26:15314002:15592771:1
HSPB8,ENSCAFG00845028809,ENSCAFP00845039903.1,26:15605663:15625601:1
CCDC60,ENSCAFG00845028864,ENSCAFP00845040048.1,26:15723842:15896277:1
TMEM233,ENSCAFG00845028938,ENSCAFP00845040101.1,26:15921302:15947005:1
PRKAB1,ENSCAFG00845028956,ENSCAFP00845040145.1,26:15974171:15984165:1
CIT,ENSCAFG00845029114,ENSCAFP00845040546.1,26:15989169:16153050:-1
